score,percent_change
-0.4520833333329999,0.0
1.5583333333349998,0.5628074158153602
1.3092261904790004,0.16427371527746173
2.2375,-0.43291249779362706
10.285416666667,-0.23414257905754898
5.233630952382001,0.0
-0.8712301587309996,0.0
10.558333333335002,0.057223022113926984
0.7979166666670001,-0.31439912881581294
6.7750000000010004,2.153302706956819
6.810416666667,-0.39408036993008255
-3.8916666666659996,-0.1537492590397125
6.458134920635,0.5780182771081963
0.6415064102590002,-0.332532275191415
1.4034226190480001,0.0
0.08710317460600026,0.03933334552971237
-13.810844017091998,-0.38023161223687413
-0.45833333333299997,0.19685962034216822
-3.333333333333,0.0709272808720261
-8.801785714284,0.01025765360837201
12.453308823529001,-0.168287901764251
-7.978571428572,-0.009417171270085326
-0.005952380951999903,-0.06912076518555009
4.86875,-0.03415967206714483
2.1185897435900003,0.14361825341672563
3.875,0.46437599475704067
10.320833333333999,-0.46426732812280164
4.050000000001,0.12826412618840163
8.128769841268001,0.6336666635831327
2.770833333333,0.09822700260300998
2.783333333333,0.05926529553935396
11.61597222222,0.2216143539338906
3.76875,0.0
-5.650312881562,-0.21565887024369443
-0.6683836996349997,-0.2296742885190682
7.166666666666,0.843176515972598
4.521756715506999,0.2201027146001551
-0.59375,0.3123250279955201
13.26137820513,-0.19808891362380834
7.038461538463,0.4974423539148253
1.1241071428570006,0.10665283062377899
3.862500000001,0.231762704895057
5.725969169718999,0.43173750359781526
1.4375,-0.10001442515747389
-0.178685224089,0.47961409085867673
10.399038461538,-1.0980713839614438
19.244024725279992,-0.09671094855856678
12.971852106228,-0.004613397305771778
6.244345238096001,2.172838149653875
-1.437499999999,-0.007546600256580226
7.2495039682549995,-0.2848438546353079
4.660256410256,0.0
-0.3041666666660001,-0.43244049283304314
2.058928571429,0.12196924896510089
10.1210375817,-0.09382867441449894
3.84375,0.16712936741535067
4.594642857144001,-0.0382213107112863
4.710416666665,-0.1715393103192375
4.258333333336,0.09431319450929039
7.5875,0.2552519465256276
-2.0,0.1493437224618405
-1.0512820512819998,0.0
7.141132478633001,0.0
1.760416666667,0.0
4.003205128205,-0.10370148919074534
12.319284188038,0.6293412894503859
-0.8125,0.7621354700456516
-0.3542277167239998,0.0
-5.854166666666999,0.0
0.8854166666699999,-0.26768143111632664
6.099349547513001,0.16157339053402084
1.520833333334,0.34148851569443317
2.770833333333,0.040088754638181616
15.724391519427,-0.04531208699920875
6.0503326330539995,-0.005465575980615631
3.066369047621,0.0
-4.839583333334,0.1443954737209596
6.53125,0.0
2.756944444446,0.07773171453953509
10.184829059829001,-0.0896308330065444
11.51137820513,-0.31502301365728813
2.6875,0.17928677479900954
1.1671016483519996,-0.14461923155871648
4.604166666667,0.15491345052872765
2.500000000001,-1.3426072687265855
6.066666666667,0.6584270289875275
2.291666666666,-0.7001821761772535
1.916666666667,-0.08101145993573573
-6.349107142855,0.09654749858427873
13.972916666667,0.9213710564526748
0.5,-0.016619415387633313
0.7948794261309995,-0.30014776505356744
18.416483516485997,0.17617550789545555
-1.333333333333,-0.0065407723717821765
-2.689285714285,-0.2542959181765539
1.0871336996329997,-0.3153749976673522
9.901625457876003,0.0
-8.105555555553,-0.10372280780444439
6.792361111112,-0.4850326253077222
